日期,冬瓜,南瓜,土豆,大白菜,大葱,大蒜,富士苹果,巨峰葡萄,平菇,油菜,洋白菜,活草鱼,活鲤鱼,活鲫鱼,牛肉,猪肉(白条猪),生姜,生菜,白条鸡,白萝卜,白鲢活鱼,羊肉,胡萝卜,花鲢活鱼,芹菜,茄子,莲藕,莴笋,菜花,菠菜,菠萝,西瓜,西红柿,西葫芦,豆角,青椒,韭菜,香菇,香蕉,鸡蛋,鸭梨,黄瓜
2018-03-03,2.4,3.6,1.6,1.0,2.6,6.6,5.4,,3.0,4.0,,16.0,12.6,17.0,54.0,,5.0,7.0,15.4,2.0,8.0,54.6,3.8,,1.2,,5.0,3.6,3.0,4.0,,5.0,1.8,2.2,8.0,5.0,3.4,13.0,5.2,9.0,,3.6
2018-03-04,2.4,3.6,1.6,0.95,2.4,6.3,5.4,,3.0,2.9,1.2,15.3,13.1,15.8,52.5,23.0,5.1,7.0,14.7,1.7,7.8,52.8,3.35,,1.2,5.0,5.0,3.25,2.75,2.8,,5.0,1.8,2.2,6.0,4.5,3.1,13.0,5.2,10.0,,3.4
2018-03-05,2.4,3.6,1.6,0.85,2.3,6.3,5.4,,3.0,2.9,1.2,14.8,13.3,15.8,52.5,23.0,5.2,6.0,14.7,1.7,7.8,52.8,3.35,,1.2,5.7,5.0,3.3,3.2,2.6,,4.6,1.9,2.4,6.55,4.3,3.05,12.0,5.2,9.4,,3.4
2018-03-06,2.4,3.6,1.6,0.85,2.3,6.3,5.4,,3.0,2.9,1.4,14.8,13.3,15.8,54.0,23.0,5.2,6.0,14.7,1.7,7.8,52.8,3.25,,1.2,5.8,5.0,3.25,3.2,2.6,,4.6,1.85,2.4,6.55,4.3,2.9,12.0,5.2,8.9,,3.4
2018-03-07,2.4,4.6,1.6,0.85,2.3,6.2,5.4,,4.0,2.9,1.4,14.8,13.3,15.8,53.0,23.0,5.25,5.6,14.7,1.6,7.3,54.3,3.4,,1.45,5.8,4.6,2.95,3.55,2.2,,4.6,1.85,3.0,6.5,4.45,2.2,12.0,5.0,8.9,,3.4
2018-03-08,2.4,4.6,1.6,0.85,2.3,6.2,5.4,,4.0,2.9,1.4,14.5,13.0,15.8,53.0,23.0,5.25,5.6,14.7,1.6,7.3,54.3,3.25,,1.45,5.8,4.6,2.7,3.2,2.2,,4.6,2.0,3.0,7.2,4.45,2.55,12.0,5.0,8.9,,3.5
2018-03-09,2.4,4.6,1.6,0.85,2.3,6.2,5.4,,4.0,2.4,1.3,14.5,13.0,15.8,53.0,23.0,5.3,5.6,14.7,1.65,7.3,54.3,3.3,,1.4,6.2,4.6,2.8,3.2,2.2,,4.6,1.85,3.4,7.7,4.45,2.45,12.0,5.0,8.9,,3.4
2018-03-10,2.4,4.6,1.6,0.8,2.4,6.4,5.4,,4.0,3.0,,15.0,13.0,17.0,54.0,,5.2,5.6,15.4,1.8,8.0,54.6,3.6,,1.2,,4.6,3.0,3.8,2.6,,4.6,2.0,3.4,10.0,5.0,2.4,12.0,5.0,8.8,,3.6
2018-03-11,,,1.6,0.9,2.1,6.0,,,,1.6,1.2,14.0,13.0,14.6,52.0,23.0,5.4,,14.0,1.5,6.6,54.0,3.0,,1.5,6.5,,2.6,2.5,2.2,,,1.5,,7.2,3.5,2.2,,,9.0,,3.3
2018-03-12,2.4,5.0,1.6,0.85,2.25,6.2,5.4,,4.6,2.25,1.0,14.5,12.8,15.0,53.0,23.0,5.0,5.2,14.7,1.65,7.3,54.3,3.05,,1.45,6.4,4.6,2.55,2.85,2.6,,4.6,1.75,3.6,9.1,4.45,2.1,13.0,5.0,8.9,,3.65
2018-03-13,2.4,5.0,1.6,0.8,2.25,6.2,5.4,,4.6,2.25,1.0,14.8,13.0,15.0,53.0,23.0,5.0,5.2,14.7,1.65,7.3,54.3,3.05,,1.45,6.4,4.6,2.45,3.0,2.5,,4.6,1.75,3.6,8.15,4.4,2.1,13.0,5.0,8.9,,3.65
2018-03-14,2.4,5.2,1.6,0.8,2.25,6.0,5.4,,4.6,2.25,1.0,14.8,13.0,15.3,53.0,23.0,4.85,5.0,14.7,1.65,7.3,54.3,3.05,,1.45,5.5,4.0,2.45,3.3,2.6,,4.6,1.75,4.0,5.85,4.5,2.0,13.0,5.0,8.9,,4.05
2018-03-15,2.4,5.2,1.6,0.75,2.25,6.0,5.4,,4.6,2.25,1.0,14.8,13.0,15.3,53.0,22.8,4.85,5.0,14.7,1.65,7.3,54.3,3.05,,1.3,6.0,4.0,2.4,3.2,2.65,,4.6,1.95,4.0,5.75,4.5,2.0,13.0,5.0,8.9,,4.0
2018-03-16,2.4,5.2,1.6,0.8,2.0,6.0,5.0,,4.6,2.25,0.8,14.8,13.0,15.3,53.2,22.8,4.85,5.0,14.7,1.6,7.3,54.3,3.05,,1.4,6.0,4.0,2.3,3.2,2.4,,4.0,1.95,3.8,4.75,4.75,2.1,13.0,4.4,8.9,,3.9
2018-03-17,2.4,5.2,1.6,0.8,2.0,6.0,5.0,,4.6,2.15,0.8,14.8,13.0,15.3,53.7,22.8,4.85,5.0,14.7,1.6,7.3,54.3,2.8,,1.55,6.0,4.0,2.35,3.2,2.4,,4.0,1.95,3.8,6.4,4.75,2.05,13.0,4.4,8.9,,4.0
2018-03-18,2.4,5.2,1.5,0.85,2.0,6.0,5.0,,4.6,2.2,1.1,14.8,13.0,15.3,53.7,22.8,4.85,5.0,14.7,1.6,7.3,54.3,2.85,,1.55,6.0,4.0,2.4,3.3,2.8,,4.0,1.95,3.8,6.0,4.75,2.05,13.0,4.4,8.7,,4.0
2018-03-19,2.4,5.0,1.5,0.85,1.8,6.0,5.0,,5.0,2.25,1.0,14.8,13.0,15.3,53.7,22.8,4.85,6.0,14.7,1.5,7.3,54.3,2.55,,1.9,5.9,4.0,2.4,3.4,2.5,,4.0,2.2,3.4,6.2,4.5,2.0,14.0,4.2,8.6,,3.55
2018-03-20,2.4,5.0,1.45,0.9,1.8,6.0,5.0,,5.0,2.35,1.0,14.8,13.0,15.3,53.7,22.8,4.85,6.0,14.7,1.5,7.3,54.3,2.55,,1.9,5.2,4.0,2.4,3.25,2.5,,4.0,2.2,3.4,6.4,4.5,2.0,14.0,4.2,8.6,,3.75
2018-03-21,2.4,5.0,1.45,1.1,1.8,6.0,5.0,,5.0,2.6,1.0,14.5,13.3,15.3,53.5,22.8,4.85,6.4,14.7,1.4,7.5,54.0,2.75,,1.55,5.8,4.0,2.4,3.3,2.7,,4.0,2.3,3.4,7.35,4.1,2.0,14.0,4.4,8.5,,3.85
2018-03-22,2.4,5.0,1.35,1.1,1.8,6.0,5.0,,5.0,2.6,1.2,14.5,13.3,15.5,53.5,22.8,4.85,6.4,14.7,1.4,7.5,54.3,2.75,,1.55,5.1,4.0,2.4,3.3,2.15,,4.0,2.35,3.4,7.35,3.9,2.0,14.0,4.4,8.5,,3.9
2018-03-23,2.4,4.6,1.25,1.0,1.6,6.2,5.0,,4.0,2.3,1.0,14.5,12.8,15.3,53.5,22.8,4.85,6.6,14.8,1.4,7.5,54.3,2.75,,1.65,5.1,4.0,2.4,3.6,2.15,,3.8,2.4,3.6,7.4,4.1,2.0,14.0,4.4,8.5,,4.0
2018-03-24,2.4,4.6,1.4,1.0,1.6,6.4,5.0,,4.0,3.0,,15.0,13.0,17.0,54.0,,4.6,6.6,15.6,1.4,8.0,54.0,3.0,,1.4,,4.0,2.6,4.0,2.4,,3.8,2.4,3.6,8.0,5.0,2.2,14.0,4.4,8.0,,4.4
2018-03-25,2.4,4.6,1.4,1.0,1.6,6.4,5.0,,4.0,3.0,,15.0,13.0,17.0,54.0,,4.6,6.6,15.6,1.4,8.0,54.0,3.0,,1.4,,4.0,2.6,4.0,2.4,,3.8,2.4,3.6,8.0,5.0,2.2,14.0,4.4,8.0,,4.4
2018-03-26,2.4,4.6,1.25,1.0,1.6,6.0,5.0,,4.6,2.6,0.8,14.1,12.8,14.8,53.5,22.8,4.85,7.0,14.8,1.4,6.8,54.3,2.9,,1.55,5.6,4.0,2.4,3.05,2.45,,4.2,2.4,4.0,8.1,5.4,1.85,14.0,4.4,8.5,,3.8
2018-03-27,2.4,4.6,1.25,1.0,1.6,6.0,5.0,,4.6,2.6,0.8,13.6,12.8,14.3,53.5,22.8,4.85,7.0,14.8,1.4,6.8,54.3,2.9,,1.55,5.4,4.0,2.4,3.2,2.5,,4.2,2.5,4.0,8.1,5.35,1.9,14.0,4.4,8.4,,3.85
2018-03-28,2.4,4.6,1.2,1.05,1.6,5.7,5.0,,3.0,3.3,0.9,13.6,12.8,14.3,53.5,22.8,5.05,7.6,14.8,1.5,6.8,54.3,3.0,,1.45,5.4,4.0,2.2,3.2,2.65,,4.2,2.6,3.0,7.4,5.25,1.9,12.0,4.6,7.9,,3.25
2018-03-29,2.4,4.6,1.2,1.05,1.6,5.8,5.0,,3.0,2.75,1.0,14.6,13.3,14.3,53.5,20.0,5.05,8.0,14.8,1.5,7.1,54.3,3.0,,1.45,5.3,4.0,2.15,3.3,2.65,,4.2,2.45,2.6,7.1,5.25,1.85,12.0,4.6,7.9,,3.0
2018-03-30,2.4,4.6,1.15,1.05,1.6,5.8,5.0,,3.0,2.5,0.9,14.8,13.3,14.8,53.5,20.0,5.05,8.4,14.8,1.5,7.1,54.3,2.7,,1.5,4.7,3.6,2.05,3.3,2.35,,4.2,2.4,2.2,6.9,5.25,1.8,12.0,4.6,7.9,,2.7
2018-03-31,2.4,4.6,1.3,1.1,1.6,6.0,5.0,,3.0,3.2,,14.6,13.0,15.6,54.0,,5.0,8.4,15.6,1.6,7.6,54.0,3.0,,1.2,,3.6,2.0,3.2,2.6,,4.2,2.6,2.2,6.0,5.0,2.0,12.0,4.6,7.8,,2.6
2018-04-01,2.4,4.6,1.15,1.05,1.45,5.55,5.0,,3.0,2.5,0.6,14.8,13.3,14.8,53.5,20.0,5.05,8.4,14.8,1.35,7.1,54.3,2.7,,1.35,3.4,3.6,2.0,3.15,2.2,,4.2,2.35,2.0,6.9,5.4,1.85,12.0,4.6,7.9,,2.25
2018-04-02,2.4,4.6,1.7,1.0,1.35,5.55,5.0,,3.4,2.5,0.6,14.6,13.0,14.3,53.5,20.0,5.05,7.6,14.8,1.35,7.1,54.3,2.6,,1.55,3.3,3.6,1.9,3.1,2.7,,4.2,2.25,1.6,7.2,5.45,1.8,13.0,4.6,7.9,,2.05
2018-04-03,2.4,4.6,1.65,1.0,1.35,5.55,5.0,,3.4,2.5,1.4,14.6,13.0,14.3,53.5,20.0,5.05,7.6,14.8,1.35,7.1,54.3,2.6,,1.8,3.1,3.6,1.9,3.1,2.95,,4.2,2.3,1.6,6.0,5.45,1.8,13.0,4.6,7.9,,2.05
2018-04-04,2.4,4.6,1.65,1.05,1.35,5.55,5.0,,2.0,2.2,1.4,15.3,12.8,13.5,53.5,20.0,5.05,8.0,14.8,1.2,7.1,54.3,2.5,,1.6,3.2,3.6,1.9,3.1,2.4,,4.4,2.45,1.6,5.9,5.65,1.6,12.6,4.8,7.9,,2.5
2018-04-05,2.4,4.6,1.65,1.05,1.35,5.55,5.0,,2.0,2.2,1.4,15.3,12.8,13.5,53.5,20.0,5.1,8.0,14.8,1.2,7.1,54.3,2.5,,1.85,3.5,3.6,1.9,3.05,2.45,,4.4,2.5,1.6,5.9,5.8,1.75,12.6,4.8,7.9,,2.5
2018-04-06,2.4,4.6,1.65,1.05,1.35,5.55,5.0,,3.0,2.4,1.4,15.8,12.5,13.5,53.5,20.0,5.1,8.0,14.8,1.2,7.1,54.3,2.5,,1.8,4.2,3.6,1.9,2.95,2.5,,4.4,2.75,1.6,6.0,5.85,1.75,12.6,4.8,7.9,,2.45
2018-04-07,2.4,4.6,1.65,1.05,1.35,5.55,5.0,,3.0,2.45,1.3,15.8,12.5,13.5,53.5,20.0,5.2,8.0,14.8,1.2,7.1,54.3,2.5,,1.7,4.6,3.6,2.0,2.95,2.6,,4.4,2.8,1.6,6.2,5.7,1.8,12.6,4.8,7.9,,2.45
2018-04-08,2.4,4.0,1.65,1.15,1.4,5.3,5.0,,6.0,2.3,1.3,16.0,12.5,13.5,53.5,20.0,5.7,7.6,14.8,1.25,7.1,54.3,2.4,,2.05,4.8,3.6,2.2,3.45,2.8,,4.0,2.9,3.0,7.9,5.8,2.2,13.0,5.0,7.8,,2.8
2018-04-09,2.4,4.0,1.65,1.1,1.55,5.3,5.0,,7.0,2.4,1.6,16.0,12.5,13.8,53.5,20.0,5.9,7.2,14.8,1.3,7.1,54.3,2.55,,2.2,5.0,3.6,2.15,4.05,3.15,,4.0,2.55,3.2,8.15,5.9,2.0,14.0,5.0,7.8,,3.2
2018-04-10,2.4,4.0,1.7,1.1,1.55,4.35,5.0,,6.0,2.35,2.0,16.0,12.9,14.0,53.5,20.0,5.9,7.2,14.8,1.3,6.8,54.3,2.6,,1.8,5.4,3.6,2.15,3.9,3.2,,4.0,3.4,3.2,7.7,5.95,2.0,14.0,5.0,7.8,,3.2
2018-04-11,2.4,3.6,1.7,1.15,1.55,4.35,5.0,,5.4,2.25,2.1,16.0,12.9,14.0,53.5,20.0,5.9,7.6,14.8,1.25,6.8,54.3,2.6,,1.95,5.6,3.6,2.15,4.7,3.25,,4.0,3.7,3.0,6.9,5.9,1.95,14.0,5.0,7.8,,3.6
2018-04-12,2.4,3.6,1.7,1.15,1.55,4.3,5.0,,5.4,2.25,2.0,16.0,12.9,14.0,53.5,20.0,5.9,7.6,14.8,1.3,6.8,54.3,2.5,,1.8,5.6,3.6,2.15,4.9,3.0,,4.0,3.3,3.0,6.5,5.8,2.1,14.0,5.0,7.8,,3.6
2018-04-13,2.4,3.6,1.7,1.05,1.65,4.3,5.0,,5.0,2.3,2.0,16.0,12.9,14.0,53.5,18.0,5.9,7.6,14.8,1.3,6.8,54.3,2.55,,2.1,5.4,3.6,2.15,5.25,3.1,,4.0,3.3,3.2,5.95,6.1,2.6,14.0,5.0,8.2,,3.4
2018-04-14,2.4,3.6,2.4,1.1,1.6,6.0,5.0,,5.0,2.6,,17.0,12.0,15.0,54.0,,6.0,7.6,15.6,1.4,7.6,54.0,2.6,,2.0,,3.6,2.2,6.0,4.2,,4.0,3.2,3.2,6.6,6.4,3.0,14.0,5.0,7.4,,3.2
2018-04-15,2.4,3.6,1.7,1.05,1.55,4.15,5.0,,5.0,2.4,2.0,16.0,12.9,14.0,53.5,18.0,5.9,7.6,15.0,1.2,6.8,54.3,2.55,,2.3,4.4,3.6,2.15,5.4,3.4,,4.0,3.6,3.2,6.5,5.9,2.6,14.0,5.0,8.2,,3.0
2018-04-16,2.4,3.6,1.7,1.05,1.6,3.95,5.0,,5.0,2.6,1.9,16.0,12.9,14.4,53.5,18.0,5.9,8.6,15.0,1.2,7.0,54.3,2.55,,2.55,4.0,3.6,2.25,5.45,3.8,,4.0,3.5,3.2,6.3,5.9,2.1,14.0,5.0,8.2,,2.95
2018-04-17,2.4,3.6,1.7,1.1,1.6,3.9,5.0,,5.0,2.6,1.8,16.0,12.9,14.4,53.5,18.0,5.9,8.6,15.0,1.2,7.0,54.3,2.6,,2.55,4.6,3.6,2.6,5.45,4.15,,4.0,3.6,3.2,6.55,5.65,2.1,14.0,5.0,8.2,,2.95
2018-04-18,2.4,3.6,1.7,1.25,1.5,2.35,5.0,,5.0,2.5,1.7,15.8,12.5,13.8,53.5,18.0,5.9,8.4,15.0,1.1,6.5,54.3,2.55,,2.85,4.5,3.6,2.45,6.1,3.55,,4.0,4.2,3.2,7.0,4.85,2.05,15.0,5.0,8.5,,2.95
2018-04-19,2.4,3.6,1.7,1.35,1.5,2.3,5.0,,5.0,2.5,1.8,15.2,12.0,14.3,53.5,18.0,5.9,8.4,15.0,1.15,6.5,54.3,2.55,,2.95,4.4,3.6,2.6,5.7,3.55,,4.0,4.2,3.2,6.3,4.5,2.9,15.0,5.0,8.5,,2.9
2018-04-20,2.4,3.6,1.7,1.5,1.5,2.3,5.0,,4.0,2.5,1.8,15.2,12.3,13.8,53.5,18.0,5.95,7.0,15.0,1.15,9.5,54.3,2.65,,2.75,4.3,3.6,2.6,5.4,3.1,,3.6,4.3,3.0,5.3,4.25,2.3,15.0,4.8,8.5,,2.75
2018-04-21,2.4,3.6,2.4,1.6,1.4,2.6,5.0,,4.0,3.0,,17.0,12.0,15.0,54.0,,6.0,7.0,15.6,1.3,7.6,54.0,2.4,,2.6,,3.6,2.2,6.0,3.6,,3.6,4.2,3.0,6.0,4.6,2.4,15.0,4.8,8.0,,2.6
2018-04-22,2.4,3.6,1.7,1.45,1.35,2.3,5.0,,4.0,2.55,1.6,15.7,12.5,14.3,53.5,18.0,5.95,6.6,15.0,1.15,6.55,54.3,2.65,,2.55,3.4,3.6,2.6,5.1,2.4,,3.6,4.1,3.0,4.85,4.15,2.0,15.0,4.8,8.5,,2.2
2018-04-23,2.4,3.6,1.8,1.45,1.35,2.3,5.0,,4.4,2.2,1.6,15.7,12.5,14.3,53.5,18.0,6.0,5.0,15.0,1.15,6.55,54.3,2.8,,2.4,3.5,3.8,2.55,4.9,3.3,,3.6,4.1,1.6,4.9,3.75,1.9,15.0,4.8,8.5,,2.25
2018-04-24,2.4,3.6,1.8,1.5,1.3,2.3,5.0,,4.4,2.4,1.6,15.7,12.5,14.3,53.5,18.0,6.0,5.0,15.0,1.15,6.55,54.3,2.8,,2.65,3.5,3.8,2.5,4.4,3.3,,3.6,4.0,1.6,5.0,3.75,1.95,15.0,4.8,8.5,,2.25
2018-04-25,2.4,3.2,1.8,1.7,1.32,2.4,5.0,,3.6,2.4,1.7,15.7,12.5,14.3,53.5,18.0,6.1,5.0,15.0,1.3,6.55,54.3,3.15,,2.8,3.5,4.0,2.7,4.35,2.45,,3.6,4.25,1.6,4.4,3.35,2.15,14.6,4.8,8.5,,1.95
2018-04-26,2.4,3.2,1.8,1.7,1.3,2.4,5.0,,3.6,2.4,1.7,16.0,12.5,14.2,53.5,18.0,6.15,5.0,15.0,1.3,6.55,54.3,3.2,,2.8,3.5,4.0,2.7,4.45,2.45,,3.6,4.25,1.6,4.75,3.2,1.9,14.6,4.8,8.5,,1.95
2018-04-27,2.4,3.2,1.8,1.7,1.2,2.3,5.0,,3.6,2.7,1.7,15.5,12.0,14.2,53.5,18.0,6.15,5.0,15.0,1.3,6.55,54.3,3.2,,2.7,3.8,4.0,2.75,4.4,2.45,,3.6,4.1,1.6,4.6,3.1,1.9,14.6,4.8,8.5,,1.7
2018-04-28,2.8,3.0,1.8,1.8,1.2,2.3,5.0,,3.6,2.1,1.7,15.5,12.0,14.2,53.5,18.0,6.35,5.0,15.0,1.35,6.55,54.3,3.45,,2.7,4.1,3.8,2.55,3.5,2.45,,3.2,3.5,2.4,4.6,2.7,1.95,14.6,4.4,8.5,,1.9
2018-04-29,2.8,3.0,2.6,2.0,1.2,2.6,5.0,,3.6,2.6,,17.0,12.0,15.0,54.0,,6.4,5.0,15.6,1.6,7.6,54.0,3.6,,2.6,,3.8,2.6,4.0,3.6,,3.2,3.6,2.4,5.0,2.6,2.4,14.6,4.4,8.0,,2.0
2018-04-30,2.8,3.6,1.6,1.7,1.2,2.25,5.0,,4.0,2.0,1.9,16.5,11.3,14.3,53.5,18.0,6.15,5.0,15.0,1.35,6.75,54.3,3.45,,2.8,3.8,4.0,1.95,2.9,2.0,,2.8,2.9,2.2,4.0,2.55,1.75,14.0,4.4,8.5,,1.9
2018-05-01,2.8,3.6,2.2,1.8,1.2,2.6,5.0,,4.0,2.6,,17.6,11.0,17.6,54.0,,6.0,5.0,15.6,1.6,8.0,54.0,3.6,,2.2,,4.0,2.2,3.0,3.0,,2.8,2.8,2.2,4.6,2.6,2.0,14.0,4.4,8.0,,1.6
2018-05-02,2.0,3.6,1.6,1.75,1.35,2.4,5.0,,8.0,2.0,2.0,16.5,12.2,14.3,53.5,18.0,6.1,5.6,15.0,1.4,6.75,54.3,3.4,,3.4,3.1,4.0,1.95,2.85,2.05,,2.8,2.9,2.2,3.9,2.95,1.95,16.0,4.4,8.5,,1.9
2018-05-03,,,1.0,1.8,1.4,2.2,,,,2.0,2.2,13.6,12.4,14.0,53.0,18.0,6.2,,14.4,1.2,5.5,54.6,3.2,,3.7,2.5,,1.5,2.8,1.6,,,3.0,,4.3,3.1,1.5,,,9.0,,2.3
2018-05-04,2.0,3.4,1.8,1.9,1.4,2.3,4.0,,8.0,2.0,1.8,15.6,11.7,15.5,53.5,18.0,6.3,6.0,15.0,1.4,6.75,54.3,3.4,,3.2,2.5,3.6,2.1,3.4,1.8,,2.8,2.9,2.0,4.95,3.05,2.1,16.0,4.4,8.6,,2.1
2018-05-05,2.0,3.4,2.6,2.0,1.4,2.4,4.0,,8.0,2.0,,17.6,11.0,17.0,54.0,,6.4,6.0,15.6,1.6,8.0,54.0,3.6,,3.0,,3.6,2.4,3.6,2.0,,2.8,2.8,2.0,5.0,2.8,2.0,16.0,4.4,8.2,,1.6
2018-05-06,,,1.0,1.8,1.5,1.9,,,,1.7,2.4,13.6,12.4,14.0,53.0,18.0,6.2,,14.4,1.2,5.5,54.6,3.2,,4.8,2.5,,1.8,3.0,1.0,,,3.0,,5.0,3.3,1.4,,,9.0,,2.3
2018-05-07,2.0,3.6,1.85,1.6,1.55,2.25,4.0,,8.0,1.9,2.5,15.8,11.5,14.0,53.5,18.0,6.3,6.0,15.0,1.6,7.0,54.3,3.3,,3.7,2.5,4.0,2.0,3.2,1.75,,2.8,2.7,2.6,4.8,3.05,1.75,15.0,4.4,8.6,,2.15
2018-05-08,2.0,3.6,1.85,1.65,1.6,2.25,4.0,,8.0,1.9,2.6,15.8,11.5,14.0,53.5,18.0,6.3,6.0,15.0,1.6,7.0,54.3,3.35,,3.4,2.2,4.0,2.0,3.2,1.6,,2.8,2.8,2.6,5.0,3.05,1.55,15.0,4.4,8.6,,2.4
2018-05-09,2.0,3.6,1.9,1.65,1.6,2.45,4.0,,9.0,1.7,2.6,15.5,11.8,15.0,53.5,18.0,6.6,6.6,15.0,1.6,7.0,54.3,3.8,,3.45,2.3,3.8,2.1,3.25,1.5,,2.8,2.75,2.2,5.0,3.05,1.55,16.0,4.4,8.6,,2.4
2018-05-10,2.0,3.6,1.9,1.7,1.6,2.45,4.0,,9.0,1.5,2.6,15.5,11.8,15.0,53.5,18.0,6.6,7.0,15.0,1.6,7.0,54.3,3.8,,3.2,2.3,3.8,2.0,3.25,1.6,,2.8,2.75,2.2,4.7,3.1,1.6,16.0,4.4,8.6,,2.2
2018-05-11,1.8,3.6,1.9,1.85,1.6,2.45,4.2,,4.0,1.45,2.0,15.5,11.8,15.0,53.5,18.0,6.6,5.0,15.0,1.6,7.0,54.3,3.9,,3.4,2.4,3.8,2.1,3.05,2.2,,2.8,2.7,2.2,4.35,3.05,1.5,16.0,4.0,8.6,,2.3
2018-05-12,1.8,3.6,2.6,2.0,1.6,3.0,4.2,,4.0,1.6,,17.0,11.0,17.0,54.0,,7.0,5.0,15.6,2.0,8.0,54.0,4.0,,3.6,,3.8,2.2,3.4,3.0,,2.8,2.8,2.2,4.6,3.0,2.0,16.0,4.0,8.2,,2.4
2018-05-13,1.8,3.6,1.9,1.9,1.6,2.45,4.2,,4.0,1.6,2.9,15.5,11.8,15.0,53.5,18.0,6.5,5.0,15.0,1.5,7.0,54.3,3.75,,3.4,2.8,3.8,2.2,3.05,2.0,,2.8,2.7,2.2,4.5,2.9,1.5,16.0,4.0,8.6,,2.2
2018-05-14,2.0,3.6,1.85,1.8,1.6,2.45,4.2,,4.4,1.5,2.1,16.0,12.1,15.3,53.5,18.0,6.5,5.0,15.0,1.5,7.0,54.3,3.75,,3.6,2.9,3.8,2.2,3.95,1.35,,2.6,2.4,2.4,5.35,2.9,1.3,16.0,4.4,8.6,,1.8
2018-05-15,,,1.2,1.8,1.6,2.0,,,,1.5,2.1,15.0,12.6,14.6,53.0,18.0,6.0,,14.4,1.0,6.0,54.6,3.5,,3.0,3.0,,2.0,3.1,0.9,,,2.6,,4.7,2.8,0.8,,,9.0,,1.8
2018-05-16,1.8,3.6,1.85,1.8,1.6,2.3,4.2,,4.4,1.45,2.1,15.3,12.5,14.0,53.5,18.0,6.5,6.0,15.0,1.3,7.0,54.3,3.65,,3.1,3.2,3.8,2.3,4.1,1.15,,2.6,2.4,2.4,5.55,2.85,1.2,15.0,4.4,8.6,,2.0
2018-05-17,,,1.2,1.8,1.6,1.8,,,,1.5,2.1,15.0,13.0,13.0,53.0,18.0,6.0,,14.4,1.0,6.0,54.6,3.2,,2.9,3.2,,1.8,3.6,0.9,,,2.5,,4.0,2.7,1.0,,,9.0,,2.0
2018-05-18,1.8,3.4,1.6,1.8,1.55,1.9,4.2,,5.0,1.45,2.0,15.3,12.5,13.8,53.5,18.0,6.3,5.0,15.0,1.3,7.0,54.3,3.45,,3.15,2.8,3.8,2.1,3.65,1.15,,2.4,2.6,2.4,4.5,2.75,1.3,14.0,4.4,8.6,,2.0
2018-05-19,1.8,3.4,2.0,1.8,1.6,2.0,4.2,,5.0,1.4,,15.6,12.0,15.0,54.0,,6.6,5.0,15.6,1.6,8.0,54.0,3.9,,3.6,,3.8,2.4,4.2,1.6,,2.4,2.6,2.4,5.0,2.8,2.0,14.0,4.4,8.2,,2.0
2018-05-20,1.8,3.4,1.5,1.7,1.55,1.9,4.2,,5.0,1.45,2.0,15.3,12.5,13.8,53.5,18.0,6.25,5.0,15.0,1.2,7.0,54.3,3.5,,3.2,2.6,3.8,2.2,3.45,1.25,,2.4,2.7,2.4,4.5,2.75,1.4,14.0,4.4,8.6,,1.9
2018-05-21,1.8,3.2,1.55,1.9,1.6,1.85,4.2,,5.0,1.55,2.6,15.2,12.5,13.8,53.5,18.0,6.35,5.0,15.0,1.45,7.0,54.3,3.7,,3.15,2.7,4.0,2.5,3.45,1.35,,2.4,2.95,2.0,4.8,2.8,1.4,14.0,4.0,8.6,,1.95
2018-05-22,1.8,3.2,1.55,1.9,1.8,1.85,4.2,,5.0,1.55,2.1,15.2,12.5,13.8,53.5,18.0,6.35,5.0,15.0,1.6,7.0,54.3,3.5,,3.4,2.8,4.0,2.55,4.1,1.35,,2.4,3.0,2.0,5.3,3.1,1.4,14.0,4.0,8.6,,2.1
2018-05-23,1.6,3.0,1.55,1.9,1.8,1.85,4.2,,7.0,2.25,2.1,15.2,12.5,13.8,53.5,18.0,6.35,4.0,15.0,1.6,7.0,54.3,3.6,,3.1,3.2,4.0,2.6,4.8,1.7,,2.4,2.9,2.0,5.1,3.1,1.9,14.6,4.0,8.6,,2.5
2018-05-24,1.6,3.0,1.55,1.95,1.8,1.85,4.2,,7.0,2.2,2.0,15.2,12.5,13.8,53.5,18.0,6.35,4.0,15.0,1.6,7.0,54.3,3.6,,2.8,4.0,4.0,2.8,4.3,1.6,,2.4,3.1,2.0,5.6,3.1,1.9,14.6,4.0,8.6,,3.0
2018-05-25,1.6,3.0,1.55,1.85,1.8,2.1,4.2,,7.0,2.2,2.0,15.0,12.5,13.8,53.5,18.0,6.35,4.0,15.0,1.5,7.0,54.3,3.6,,2.8,3.4,4.0,2.4,4.3,1.9,,2.4,2.9,2.0,5.6,2.8,2.0,14.6,4.0,8.6,,2.9
2018-05-26,1.6,3.0,1.55,1.85,1.8,2.1,4.2,,7.0,2.2,2.0,15.0,12.5,14.5,53.5,18.0,6.35,4.0,15.0,1.5,7.0,54.3,3.6,,2.4,3.4,4.0,2.5,3.9,1.9,,2.4,2.9,2.0,5.0,2.8,2.0,14.6,4.0,8.6,,2.6
2018-05-27,1.6,3.0,2.0,1.8,1.6,1.8,4.2,,7.0,2.0,,15.6,12.0,15.0,54.0,,6.6,4.0,15.6,1.4,8.0,54.0,3.8,,2.4,,4.0,2.6,3.4,1.6,,2.4,2.0,2.0,4.6,2.8,2.0,14.6,4.0,8.2,,2.0
